type,text
Tweet,"Mayo es un mes perfecto para disfrutar de una observación nocturna del firmamento. Este mes tenemos un eclipse penumbral de luna, y bastante movimiento entre planetas y constelaciones. https://t.co/H8mUyNQObE"
Tweet,"Como la nueva embajadora de la firma del Léon, la actriz ha sabido mostrar su talento en el cine, la televisión, el teatro y las plataformas digitales, además de lanzarse a retos la creación y la producción https://t.co/tHwYERTIzc"
Tweet,Un equipo de investigación identifica por primera vez la composición de un perfume de época romana. https://t.co/9FoB1HqzAL
Tweet,Los científicos creen que las torres de comunicaciones móviles representarían una forma de localizarnos en nuestro vecindario cósmico. https://t.co/PcQWIyJTAx
Tweet,"Visitar el interior del sistema solar resulta mucho más exigente energéticamente que alejarse del Sol y es, por eso, que visitamos antes Júpiter que Mercurio; o que hemos mandado más misiones al exterior que a su interior. https://t.co/BGxC48cdZf"
Tweet,"Agujeros en la corona solar del tamaño de Neptuno permiten que millones de toneladas de partículas cargadas escapen del Sol cada segundo en forma el viento solar, que alcanza la Tierra chocando contra su campo magnético y formando auroras boreales ... https://t.co/i0OcsaI1G6"
Tweet,"En la carrera por la fecundación, ni el primer espermatozoide en llegar es el victorioso, ni el óvulo es una especie de receptor pasivo; la realidad es bastante más compleja que una simple frase motivacional. https://t.co/3yznaaFQt0"
Tweet,"La literatura española ha perdido a uno de sus grandes iconos. Antonio Gala, autor prolífico, nos dejó algunas de sus frases más famosas: 'Todo progreso que no sea humano, no es progreso'. Descubre más aquí 👇

#AntonioGala #LiteraturaEspañola https://t.co/UBpbVHv8xF"
Tweet,¿Sería así el fin del mundo para la Tierra dentro de 5.000 millones de años cuando el Sol se quede sin combustible? Así se traga una estrella un planeta: https://t.co/kw0X7zyeIm
Tweet,"Las estrellas de neutrones son uno de los objetos más extraños del universo. Quizá por eso su descubrimiento fue igualmente extraño, a pesar de que se había pronosticado su existencia tres décadas antes. https://t.co/BGphjCnjCt"
Tweet,"Se trata de un monumento malagueño descubierto en 1959 y una de las cuevas con mayor desarrollo topográfico de Andalucía. Hoy, descubrimos lo popular que fue entre nuestros ancestros. https://t.co/G9K3wN06uU"
Tweet,"Descubre los increíbles beneficios para la salud de tener un perro en tu vida. No solo son compañeros leales, ¡también mejoran tu bienestar! Desde reducir el estrés hasta promover la actividad física. Te lo cuenta @adoptaK

 https://t.co/4Wqqxtm4gA"
Tweet,"Y no, no tienen nada que ver con la imagen que tenemos de ellos. ¿Qué pasó? https://t.co/uGoFc79k9a"
Tweet,"Existe la creencia de que la evolución implica aumento en la complejidad, y que, por lo tanto, el animal más simple será el más primitivo, pero ambas ideas son falsas. https://t.co/SftkEqJAkg"
Tweet,"No en todas las ramas de la ciencia pueden aportar conocimiento los aficionados, pero sí en la astronomía donde de hecho han participado en el descubrimiento de nuevos objetos, como exoplanetas, cometas que acabaron chocando con Júpiter o el primer ... https://t.co/yLE9Dtagp9"
Tweet,"Todos aquellos reportajes que siempre te han entusiasmado, ahora te los contamos en formato #podcast. II Guerra Mundial, Grandes enigmas de la #Historia, Antiguas Civilizaciones y mucho más aquí: https://t.co/3FMCfW9DoF"
Tweet,¿Estás pensando en adoptar un perro? Descubre algunos requisitos generales que se deben cumplir. Te lo cuenta @adoptaK https://t.co/WJEN56fn8c
Tweet,"Es impresionante. Los expertos no saben qué ha causado este estallido cósmico, pero creen que puede ser el resultado de una nube de gases. https://t.co/9mrD1PDVGo"
Tweet,"El colgante, un diente de ciervo, pertenecía a una mujer del Paleolítico, según han descubierto los investigadores. https://t.co/mWDB4HDao5"
Tweet,El agujero negro supermasivo M87* es 6.500 millones de veces más grande que el Sol y este hito podría darnos pistas acerca de cómo se alimentan estos gigantes 'invisibles'. https://t.co/VAnoD4o3tF
Tweet,En la mayoría de países no existe regulación para esta tecnología y la Unión Europea está trabajando en un reglamento que parece cada vez más necesario. ¿Qué prohibirá? https://t.co/Xg55oS6LDX
Tweet,"En el mismo sentido en que la homeopatía es una ‘medicina alternativa’, esta metodología pseudocientífica se arroga una serie de virtudes que, en realidad, no tiene. https://t.co/LW3u26Sqoz"
